,Cluster Assignment,Sensor1,Sensor2
465,1.0,1.866025403784441039e+00,1.866025403784441039e+00
466,1.0,1.788010753606721570e+00,1.788010753606721570e+00
467,1.0,1.694658370459003027e+00,1.694658370459003027e+00
468,1.0,1.587785252292475136e+00,1.587785252292475136e+00
469,1.0,1.469471562785888086e+00,1.469471562785888086e+00
470,1.0,1.342020143325674209e+00,1.342020143325674209e+00
471,1.0,1.207911690817759620e+00,1.207911690817759620e+00
472,1.0,1.069756473744120084e+00,1.069756473744120084e+00
473,1.0,9.302435262558780282e-01,9.302435262558780282e-01
474,1.0,7.920883091822386035e-01,7.920883091822386035e-01
475,1.0,6.579798566743373378e-01,6.579798566743373378e-01
476,1.0,5.305284372141101379e-01,5.305284372141101379e-01
477,1.0,4.122147477075231992e-01,4.122147477075231992e-01
478,1.0,3.053416295410057435e-01,3.053416295410057435e-01
479,1.0,2.119892463932772086e-01,2.119892463932772086e-01
480,1.0,1.339745962155650671e-01,1.339745962155650671e-01
481,1.0,7.281614543321324184e-02,7.281614543321324184e-02
482,1.0,2.970427372400263888e-02,2.970427372400263888e-02
483,1.0,5.478104631727154228e-03,5.478104631727154228e-03
484,1.0,6.091729809042378818e-04,6.091729809042378818e-04
485,1.0,1.519224698779053639e-02,1.519224698779053639e-02
486,1.0,4.894348370484558064e-02,4.894348370484558064e-02
487,1.0,1.012059537008342947e-01,1.012059537008342947e-01
488,1.0,1.709624274449550452e-01,1.709624274449550452e-01
489,1.0,2.568551745226055338e-01,2.568551745226055338e-01
490,1.0,3.572123903134646339e-01,3.572123903134646339e-01
491,1.0,4.700807357667921016e-01,4.700807357667921016e-01
492,1.0,5.932633569242016236e-01,5.932633569242016236e-01
493,1.0,7.243626441829944529e-01,7.243626441829944529e-01
494,1.0,8.608268990399334797e-01,8.608268990399334797e-01
495,1.0,1.000000000000004441e+00,1.000000000000004441e+00
496,1.0,1.139173100960061191e+00,1.139173100960061191e+00
497,1.0,1.275637355817000440e+00,1.275637355817000440e+00
498,1.0,1.406736643075793491e+00,1.406736643075793491e+00
499,1.0,1.529919264233203346e+00,1.529919264233203346e+00
500,1.0,1.642787609686542138e+00,1.642787609686542138e+00
501,1.0,1.743144825477390913e+00,1.743144825477390913e+00
502,1.0,1.829037572555042068e+00,1.829037572555042068e+00
503,1.0,1.898794046299163263e+00,1.898794046299163263e+00
504,1.0,1.951056516295152754e+00,1.951056516295152754e+00
505,1.0,1.984807753012208575e+00,1.984807753012208575e+00
506,1.0,1.999390827019095429e+00,1.999390827019095429e+00
507,1.0,1.994521895368273512e+00,1.994521895368273512e+00
508,1.0,1.970295726275995252e+00,1.970295726275995252e+00
509,1.0,1.927183854566788757e+00,1.927183854566788757e+00
510,1.0,1.866025403784437708e+00,1.866025403784437708e+00
511,1.0,1.788010753606726233e+00,1.788010753606726233e+00
512,1.0,1.694658370458998142e+00,1.694658370458998142e+00
513,1.0,1.587785252292469584e+00,1.587785252292469584e+00
514,1.0,1.469471562785894747e+00,1.469471562785894747e+00
515,1.0,1.342020143325667547e+00,1.342020143325667547e+00
516,1.0,1.207911690817766726e+00,1.207911690817766726e+00
517,1.0,1.069756473744127412e+00,1.069756473744127412e+00
518,1.0,9.302435262558712559e-01,9.302435262558712559e-01
519,1.0,7.920883091822457089e-01,7.920883091822457089e-01
520,1.0,6.579798566743308985e-01,6.579798566743308985e-01
521,1.0,5.305284372141040317e-01,5.305284372141040317e-01
522,1.0,4.122147477075291944e-01,4.122147477075291944e-01
523,1.0,3.053416295410007475e-01,3.053416295410007475e-01
524,1.0,2.119892463932817606e-01,2.119892463932817606e-01
525,1.0,1.339745962155616255e-01,1.339745962155616255e-01
526,1.0,7.281614543321068833e-02,7.281614543321068833e-02
527,1.0,2.970427372400441524e-02,2.970427372400441524e-02
528,1.0,5.478104631726488094e-03,5.478104631726488094e-03
529,1.0,6.091729809040158372e-04,6.091729809040158372e-04
530,1.0,1.519224698779175764e-02,1.519224698779175764e-02
531,1.0,4.894348370484769006e-02,4.894348370484769006e-02
532,1.0,1.012059537008310750e-01,1.012059537008310750e-01
533,1.0,1.709624274449589310e-01,1.709624274449589310e-01
534,1.0,2.568551745226006489e-01,2.568551745226006489e-01
535,1.0,3.572123903134590828e-01,3.572123903134590828e-01
536,1.0,4.700807357667979858e-01,4.700807357667979858e-01
537,1.0,5.932633569241949623e-01,5.932633569241949623e-01
538,1.0,7.243626441830011142e-01,7.243626441830011142e-01
539,1.0,8.608268990399402520e-01,8.608268990399402520e-01
540,1.0,9.999999999999971134e-01,9.999999999999971134e-01
541,1.0,1.139173100960068075e+00,1.139173100960068075e+00
542,1.0,1.275637355816993335e+00,1.275637355816993335e+00
543,1.0,1.406736643075799709e+00,1.406736643075799709e+00
544,1.0,1.529919264233209120e+00,1.529919264233209120e+00
545,1.0,1.642787609686536587e+00,1.642787609686536587e+00
546,1.0,1.743144825477395354e+00,1.743144825477395354e+00
547,1.0,1.829037572555037849e+00,1.829037572555037849e+00
548,1.0,1.898794046299166371e+00,1.898794046299166371e+00
549,1.0,1.951056516295154974e+00,1.951056516295154974e+00
550,1.0,1.984807753012207243e+00,1.984807753012207243e+00
551,1.0,1.999390827019095873e+00,1.999390827019095873e+00
552,1.0,1.994521895368274178e+00,1.994521895368274178e+00
553,1.0,1.970295726275997028e+00,1.970295726275997028e+00
554,1.0,1.927183854566786092e+00,1.927183854566786092e+00
555,1.0,1.866025403784441483e+00,1.866025403784441483e+00
556,1.0,1.788010753606721792e+00,1.788010753606721792e+00
557,1.0,1.694658370458993257e+00,1.694658370458993257e+00
558,1.0,1.587785252292475580e+00,1.587785252292475580e+00
559,1.0,1.469471562785888530e+00,1.469471562785888530e+00
560,1.0,1.342020143325674653e+00,1.342020143325674653e+00
561,1.0,1.207911690817760064e+00,1.207911690817760064e+00
562,1.0,1.069756473744120528e+00,1.069756473744120528e+00
563,1.0,9.302435262558785833e-01,9.302435262558785833e-01
564,1.0,7.920883091822390476e-01,7.920883091822390476e-01
565,1.0,6.579798566743378929e-01,6.579798566743378929e-01
566,1.0,5.305284372141105820e-01,5.305284372141105820e-01
567,1.0,4.122147477075236432e-01,4.122147477075236432e-01
568,1.0,3.053416295410060766e-01,3.053416295410060766e-01
569,1.0,2.119892463932775417e-01,2.119892463932775417e-01
570,1.0,1.339745962155652892e-01,1.339745962155652892e-01
571,1.0,7.281614543321346389e-02,7.281614543321346389e-02
572,1.0,2.970427372400274990e-02,2.970427372400274990e-02
573,1.0,5.478104631727265250e-03,5.478104631727265250e-03
574,1.0,6.091729809042378818e-04,6.091729809042378818e-04
575,1.0,1.519224698779286786e-02,1.519224698779286786e-02
576,1.0,4.894348370484546962e-02,4.894348370484546962e-02
577,1.0,1.012059537008340726e-01,1.012059537008340726e-01
578,1.0,1.709624274449548231e-01,1.709624274449548231e-01
579,1.0,2.568551745226052008e-01,2.568551745226052008e-01
580,1.0,3.572123903134643008e-01,3.572123903134643008e-01
581,1.0,4.700807357667916575e-01,4.700807357667916575e-01
582,1.0,5.932633569242011795e-01,5.932633569242011795e-01
583,1.0,7.243626441829940088e-01,7.243626441829940088e-01
584,1.0,8.608268990399330356e-01,8.608268990399330356e-01
585,1.0,1.000000000000003997e+00,1.000000000000003997e+00
586,1.0,1.139173100960060747e+00,1.139173100960060747e+00
587,1.0,1.275637355816999996e+00,1.275637355816999996e+00
588,1.0,1.406736643075793047e+00,1.406736643075793047e+00
589,1.0,1.529919264233202902e+00,1.529919264233202902e+00
590,1.0,1.642787609686541694e+00,1.642787609686541694e+00
591,1.0,1.743144825477390469e+00,1.743144825477390469e+00
592,1.0,1.829037572555041624e+00,1.829037572555041624e+00
593,1.0,1.898794046299169480e+00,1.898794046299169480e+00
594,1.0,1.951056516295152532e+00,1.951056516295152532e+00
595,1.0,1.984807753012208575e+00,1.984807753012208575e+00
596,1.0,1.999390827019095429e+00,1.999390827019095429e+00
597,1.0,1.994521895368273512e+00,1.994521895368273512e+00
598,1.0,1.970295726275995474e+00,1.970295726275995474e+00
599,3.0,1.927183854566788757e+00,1.927183854566788757e+00
600,3.0,1.866025403784437930e+00,1.866025403784437930e+00
601,3.0,1.788010753606726233e+00,1.788010753606726233e+00
602,3.0,1.694658370458998586e+00,1.694658370458998586e+00
603,3.0,1.587785252292470028e+00,1.587785252292470028e+00
604,3.0,1.469471562785895191e+00,1.469471562785895191e+00
605,3.0,1.342020143325667991e+00,1.342020143325667991e+00
606,3.0,1.207911690817767170e+00,1.207911690817767170e+00
607,3.0,1.069756473744127856e+00,1.069756473744127856e+00
608,3.0,9.302435262558717000e-01,9.302435262558717000e-01
609,3.0,7.920883091822461530e-01,7.920883091822461530e-01
610,3.0,6.579798566743313426e-01,6.579798566743313426e-01
611,3.0,5.305284372141044757e-01,5.305284372141044757e-01
612,3.0,4.122147477075295274e-01,4.122147477075295274e-01
613,3.0,3.053416295410011916e-01,3.053416295410011916e-01
614,3.0,2.119892463932820936e-01,2.119892463932820936e-01
615,3.0,1.339745962155618475e-01,1.339745962155618475e-01
616,3.0,7.281614543321091038e-02,7.281614543321091038e-02
617,3.0,2.970427372400452626e-02,2.970427372400452626e-02
618,3.0,5.478104631726488094e-03,5.478104631726488094e-03
619,1.0,6.091729809040158372e-04,6.091729809040158372e-04
620,1.0,1.519224698779164662e-02,1.519224698779164662e-02
621,1.0,4.894348370484757904e-02,4.894348370484757904e-02
622,1.0,1.012059537008308530e-01,1.012059537008308530e-01
623,1.0,1.709624274449585979e-01,1.709624274449585979e-01
624,1.0,2.568551745226003158e-01,2.568551745226003158e-01
625,1.0,3.572123903134586387e-01,3.572123903134586387e-01
626,1.0,4.700807357667975417e-01,4.700807357667975417e-01
627,1.0,5.932633569241945182e-01,5.932633569241945182e-01
628,1.0,7.243626441830005591e-01,7.243626441830005591e-01
629,1.0,8.608268990399396969e-01,8.608268990399396969e-01
630,1.0,9.999999999999965583e-01,9.999999999999965583e-01
631,1.0,1.139173100960067408e+00,1.139173100960067408e+00
632,1.0,1.275637355816992891e+00,1.275637355816992891e+00
633,1.0,1.406736643075799265e+00,1.406736643075799265e+00
634,1.0,1.529919264233208676e+00,1.529919264233208676e+00
635,1.0,1.642787609686536143e+00,1.642787609686536143e+00
636,1.0,1.743144825477394910e+00,1.743144825477394910e+00
637,1.0,1.829037572555037627e+00,1.829037572555037627e+00
638,1.0,1.898794046299166149e+00,1.898794046299166149e+00
639,1.0,1.951056516295154530e+00,1.951056516295154530e+00
640,1.0,1.984807753012207243e+00,1.984807753012207243e+00
641,1.0,1.999390827019095873e+00,1.999390827019095873e+00
642,1.0,1.994521895368274178e+00,1.994521895368274178e+00
643,1.0,1.970295726275997250e+00,1.970295726275997250e+00
644,1.0,1.927183854566786314e+00,1.927183854566786314e+00
645,1.0,1.866025403784441483e+00,1.866025403784441483e+00
646,1.0,1.788010753606722236e+00,1.788010753606722236e+00
647,1.0,1.694658370458993701e+00,1.694658370458993701e+00
648,1.0,1.587785252292476024e+00,1.587785252292476024e+00
649,1.0,1.469471562785888974e+00,1.469471562785888974e+00
650,1.0,1.342020143325675097e+00,1.342020143325675097e+00
651,1.0,1.207911690817760508e+00,1.207911690817760508e+00
652,1.0,1.069756473744120973e+00,1.069756473744120973e+00
653,1.0,9.302435262558790274e-01,9.302435262558790274e-01
654,1.0,7.920883091822394917e-01,7.920883091822394917e-01
655,1.0,6.579798566743383370e-01,6.579798566743383370e-01
656,1.0,5.305284372141110261e-01,5.305284372141110261e-01
657,1.0,4.122147477075239763e-01,4.122147477075239763e-01
658,1.0,3.053416295410064096e-01,3.053416295410064096e-01
659,1.0,2.119892463932777638e-01,2.119892463932777638e-01
660,1.0,1.339745962155655112e-01,1.339745962155655112e-01
661,1.0,7.281614543321368593e-02,7.281614543321368593e-02
662,1.0,2.970427372400286092e-02,2.970427372400286092e-02
663,1.0,5.478104631727265250e-03,5.478104631727265250e-03
664,1.0,6.091729809042378818e-04,6.091729809042378818e-04
665,1.0,1.519224698779286786e-02,1.519224698779286786e-02
666,1.0,4.894348370484535860e-02,4.894348370484535860e-02
667,1.0,1.012059537008338506e-01,1.012059537008338506e-01
668,1.0,1.709624274449544901e-01,1.709624274449544901e-01
669,1.0,2.568551745226049787e-01,2.568551745226049787e-01
670,1.0,3.572123903134639678e-01,3.572123903134639678e-01
671,1.0,4.700807357667913244e-01,4.700807357667913244e-01
672,1.0,5.932633569242007354e-01,5.932633569242007354e-01
673,1.0,7.243626441829935647e-01,7.243626441829935647e-01
674,1.0,8.608268990399324805e-01,8.608268990399324805e-01
675,1.0,1.000000000000003331e+00,1.000000000000003331e+00
676,1.0,1.139173100960060303e+00,1.139173100960060303e+00
677,1.0,1.275637355816999552e+00,1.275637355816999552e+00
678,1.0,1.406736643075792603e+00,1.406736643075792603e+00
679,1.0,1.529919264233202458e+00,1.529919264233202458e+00
680,1.0,1.642787609686541472e+00,1.642787609686541472e+00
681,1.0,1.743144825477390025e+00,1.743144825477390025e+00
682,1.0,1.829037572555041402e+00,1.829037572555041402e+00
683,1.0,1.898794046299169036e+00,1.898794046299169036e+00
684,1.0,1.951056516295152310e+00,1.951056516295152310e+00
685,1.0,1.984807753012208353e+00,1.984807753012208353e+00
686,1.0,1.999390827019095429e+00,1.999390827019095429e+00
687,1.0,1.994521895368273512e+00,1.994521895368273512e+00
688,1.0,1.970295726275995474e+00,1.970295726275995474e+00
689,1.0,1.927183854566789201e+00,1.927183854566789201e+00
690,1.0,1.866025403784438152e+00,1.866025403784438152e+00
691,1.0,1.788010753606726677e+00,1.788010753606726677e+00
692,1.0,1.694658370458998808e+00,1.694658370458998808e+00
693,1.0,1.587785252292470473e+00,1.587785252292470473e+00
694,1.0,1.469471562785895635e+00,1.469471562785895635e+00
695,1.0,1.342020143325668657e+00,1.342020143325668657e+00
696,1.0,1.207911690817767614e+00,1.207911690817767614e+00
697,1.0,1.069756473744128300e+00,1.069756473744128300e+00
698,1.0,9.302435262558721440e-01,9.302435262558721440e-01
699,1.0,7.920883091822467081e-01,7.920883091822467081e-01
700,1.0,6.579798566743318977e-01,6.579798566743318977e-01
701,1.0,5.305284372141049198e-01,5.305284372141049198e-01
702,1.0,4.122147477075299715e-01,4.122147477075299715e-01
703,1.0,3.053416295410015247e-01,3.053416295410015247e-01
704,1.0,2.119892463932823157e-01,2.119892463932823157e-01
705,1.0,1.339745962155620695e-01,1.339745962155620695e-01
706,1.0,7.281614543321113242e-02,7.281614543321113242e-02
707,1.0,2.970427372400463728e-02,2.970427372400463728e-02
708,1.0,5.478104631726599116e-03,5.478104631726599116e-03
709,1.0,6.091729809040158372e-04,6.091729809040158372e-04
710,1.0,1.519224698779153560e-02,1.519224698779153560e-02
711,1.0,4.894348370484746802e-02,4.894348370484746802e-02
712,1.0,1.012059537008306309e-01,1.012059537008306309e-01
713,1.0,1.709624274449583758e-01,1.709624274449583758e-01
714,1.0,2.568551745225999827e-01,2.568551745225999827e-01
715,1.0,3.572123903134583056e-01,3.572123903134583056e-01
716,1.0,4.700807357667970976e-01,4.700807357667970976e-01
717,1.0,5.932633569241940741e-01,5.932633569241940741e-01
718,1.0,7.243626441830001150e-01,7.243626441830001150e-01
719,1.0,8.608268990399392528e-01,8.608268990399392528e-01
720,1.0,9.999999999999975575e-01,9.999999999999975575e-01
721,1.0,1.087155742747653919e+00,1.087155742747653919e+00
722,1.0,1.173648177666931192e+00,1.173648177666931192e+00
723,1.0,1.258819045102519851e+00,1.258819045102519851e+00
724,1.0,1.342020143325665993e+00,1.342020143325665993e+00
725,1.0,1.422618261740701495e+00,1.422618261740701495e+00
726,1.0,1.500000000000000444e+00,1.500000000000000444e+00
727,1.0,1.573576436351044938e+00,1.573576436351044938e+00
728,1.0,1.642787609686536809e+00,1.642787609686536809e+00
729,1.0,1.707106781186548794e+00,1.707106781186548794e+00
730,1.0,1.766044443118978124e+00,1.766044443118978124e+00
731,1.0,1.819152044288990799e+00,1.819152044288990799e+00
732,1.0,1.866025403784436820e+00,1.866025403784436820e+00
733,1.0,1.906307787036650492e+00,1.906307787036650492e+00
734,1.0,1.939692620785908428e+00,1.939692620785908428e+00
735,1.0,1.965925826289067757e+00,1.965925826289067757e+00
736,1.0,1.984807753012207243e+00,1.984807753012207243e+00
737,1.0,1.996194698091744879e+00,1.996194698091744879e+00
738,1.0,2.000000000000000000e+00,2.000000000000000000e+00
739,1.0,1.996194698091745101e+00,1.996194698091745101e+00
740,1.0,1.984807753012207687e+00,1.984807753012207687e+00
741,1.0,1.965925826289068201e+00,1.965925826289068201e+00
742,1.0,1.939692620785908872e+00,1.939692620785908872e+00
743,1.0,1.906307787036651380e+00,1.906307787036651380e+00
744,1.0,1.866025403784441039e+00,1.866025403784441039e+00
745,1.0,1.819152044288995684e+00,1.819152044288995684e+00
746,1.0,1.766044443118974350e+00,1.766044443118974350e+00
747,1.0,1.707106781186544797e+00,1.707106781186544797e+00
748,1.0,1.642787609686537920e+00,1.642787609686537920e+00
749,1.0,1.573576436351046048e+00,1.573576436351046048e+00
750,1.0,1.500000000000001776e+00,1.500000000000001776e+00
751,1.0,1.422618261740702827e+00,1.422618261740702827e+00
752,1.0,1.342020143325674209e+00,1.342020143325674209e+00
753,1.0,1.258819045102528067e+00,1.258819045102528067e+00
754,1.0,1.173648177666925640e+00,1.173648177666925640e+00
755,1.0,1.087155742747655252e+00,1.087155742747655252e+00
756,1.0,9.999999999999990008e-01,9.999999999999990008e-01
757,1.0,9.128442572523427501e-01,9.128442572523427501e-01
758,1.0,8.263518223330723611e-01,8.263518223330723611e-01
759,1.0,7.411809548974837014e-01,7.411809548974837014e-01
760,1.0,6.579798566743373378e-01,6.579798566743373378e-01
761,1.0,5.773817382592952852e-01,5.773817382592952852e-01
762,1.0,4.999999999999965583e-01,4.999999999999965583e-01
763,1.0,4.264235636489522863e-01,4.264235636489522863e-01
764,1.0,3.572123903134605261e-01,3.572123903134605261e-01
765,1.0,2.928932188134536485e-01,2.928932188134536485e-01
766,1.0,2.339555568810243180e-01,2.339555568810243180e-01
767,1.0,1.808479557110113101e-01,1.808479557110113101e-01
768,1.0,1.339745962155650671e-01,1.339745962155650671e-01
769,1.0,9.369221296334795390e-02,9.369221296334795390e-02
770,1.0,6.030737921409057289e-02,6.030737921409057289e-02
771,1.0,3.407417371093135472e-02,3.407417371093135472e-02
772,1.0,1.519224698779209071e-02,1.519224698779209071e-02
773,1.0,3.805301908254676846e-03,3.805301908254676846e-03
774,1.0,0.000000000000000000e+00,0.000000000000000000e+00
775,1.0,3.805301908253899690e-03,3.805301908253899690e-03
776,1.0,1.519224698779053639e-02,1.519224698779053639e-02
777,1.0,3.407417371093279801e-02,3.407417371093279801e-02
778,1.0,6.030737921409234925e-02,6.030737921409234925e-02
779,1.0,9.369221296335017435e-02,9.369221296335017435e-02
780,1.0,1.339745962155606263e-01,1.339745962155606263e-01
781,1.0,1.808479557110063141e-01,1.808479557110063141e-01
782,1.0,2.339555568810186559e-01,2.339555568810186559e-01
783,1.0,2.928932188134474313e-01,2.928932188134474313e-01
784,1.0,3.572123903134646339e-01,3.572123903134646339e-01
785,1.0,4.264235636489566161e-01,4.264235636489566161e-01
786,1.0,5.000000000000013323e-01,5.000000000000013323e-01
787,1.0,5.773817382593001701e-01,5.773817382593001701e-01
788,1.0,6.579798566743291222e-01,6.579798566743291222e-01
789,1.0,7.411809548974752637e-01,7.411809548974752637e-01
790,1.0,8.263518223330637014e-01,8.263518223330637014e-01
791,1.0,9.128442572523339793e-01,9.128442572523339793e-01
792,1.0,1.000000000000004441e+00,1.000000000000004441e+00
793,1.0,1.087155742747660803e+00,1.087155742747660803e+00
794,1.0,1.173648177666930970e+00,1.173648177666930970e+00
795,1.0,1.258819045102519629e+00,1.258819045102519629e+00
796,1.0,1.342020143325665771e+00,1.342020143325665771e+00
797,1.0,1.422618261740694834e+00,1.422618261740694834e+00
798,1.0,1.499999999999994005e+00,1.499999999999994005e+00
799,1.0,1.573576436351050489e+00,1.573576436351050489e+00
800,1.0,1.642787609686542138e+00,1.642787609686542138e+00
801,1.0,1.707106781186548794e+00,1.707106781186548794e+00
802,1.0,1.766044443118977902e+00,1.766044443118977902e+00
803,1.0,1.819152044288990577e+00,1.819152044288990577e+00
804,1.0,1.866025403784436598e+00,1.866025403784436598e+00
805,1.0,1.906307787036647383e+00,1.906307787036647383e+00
806,1.0,1.939692620785905763e+00,1.939692620785905763e+00
807,1.0,1.965925826289069533e+00,1.965925826289069533e+00
808,1.0,1.984807753012208575e+00,1.984807753012208575e+00
809,1.0,1.996194698091745767e+00,1.996194698091745767e+00
810,1.0,2.000000000000000000e+00,2.000000000000000000e+00
811,1.0,1.996194698091745767e+00,1.996194698091745767e+00
812,1.0,1.984807753012209020e+00,1.984807753012209020e+00
813,1.0,1.965925826289069978e+00,1.965925826289069978e+00
814,1.0,1.939692620785906430e+00,1.939692620785906430e+00
815,1.0,1.906307787036648271e+00,1.906307787036648271e+00
816,1.0,1.866025403784437708e+00,1.866025403784437708e+00
817,1.0,1.819152044288991910e+00,1.819152044288991910e+00
818,1.0,1.766044443118979235e+00,1.766044443118979235e+00
819,1.0,1.707106781186550126e+00,1.707106781186550126e+00
820,1.0,1.642787609686543693e+00,1.642787609686543693e+00
821,1.0,1.573576436351052266e+00,1.573576436351052266e+00
822,1.0,1.499999999999995781e+00,1.499999999999995781e+00
823,1.0,1.422618261740696610e+00,1.422618261740696610e+00
824,1.0,1.342020143325667547e+00,1.342020143325667547e+00
825,1.0,1.258819045102521406e+00,1.258819045102521406e+00
826,1.0,1.173648177666932968e+00,1.173648177666932968e+00
827,1.0,1.087155742747662579e+00,1.087155742747662579e+00
828,1.0,1.000000000000006439e+00,1.000000000000006439e+00
829,1.0,9.128442572523500775e-01,9.128442572523500775e-01
830,1.0,8.263518223330655887e-01,8.263518223330655887e-01
831,1.0,7.411809548974770401e-01,7.411809548974770401e-01
832,1.0,6.579798566743308985e-01,6.579798566743308985e-01
833,1.0,5.773817382593019465e-01,5.773817382593019465e-01
834,1.0,5.000000000000029976e-01,5.000000000000029976e-01
835,1.0,4.264235636489582815e-01,4.264235636489582815e-01
836,1.0,3.572123903134661882e-01,3.572123903134661882e-01
837,1.0,2.928932188134488745e-01,2.928932188134488745e-01
838,1.0,2.339555568810198771e-01,2.339555568810198771e-01
839,1.0,1.808479557110074243e-01,1.808479557110074243e-01
840,1.0,1.339745962155616255e-01,1.339745962155616255e-01
841,1.0,9.369221296335106253e-02,9.369221296335106253e-02
842,1.0,6.030737921409301538e-02,6.030737921409301538e-02
843,1.0,3.407417371093324210e-02,3.407417371093324210e-02
844,1.0,1.519224698779331195e-02,1.519224698779331195e-02
845,1.0,3.805301908254121734e-03,3.805301908254121734e-03
846,1.0,0.000000000000000000e+00,0.000000000000000000e+00
847,1.0,3.805301908254565824e-03,3.805301908254565824e-03
848,1.0,1.519224698779175764e-02,1.519224698779175764e-02
849,1.0,3.407417371093091063e-02,3.407417371093091063e-02
850,1.0,6.030737921408990676e-02,6.030737921408990676e-02
851,1.0,9.369221296334706572e-02,9.369221296334706572e-02
852,1.0,1.339745962155640679e-01,1.339745962155640679e-01
853,1.0,1.808479557110101998e-01,1.808479557110101998e-01
854,1.0,2.339555568810229857e-01,2.339555568810229857e-01
855,1.0,2.928932188134523162e-01,2.928932188134523162e-01
856,1.0,3.572123903134590828e-01,3.572123903134590828e-01
857,1.0,4.264235636489506209e-01,4.264235636489506209e-01
858,1.0,4.999999999999948930e-01,4.999999999999948930e-01
859,1.0,5.773817382592935088e-01,5.773817382592935088e-01
860,1.0,6.579798566743355615e-01,6.579798566743355615e-01
861,1.0,7.411809548974819251e-01,7.411809548974819251e-01
862,1.0,8.263518223330704737e-01,8.263518223330704737e-01
863,1.0,9.128442572523407517e-01,9.128442572523407517e-01
864,1.0,9.999999999999971134e-01,9.999999999999971134e-01
865,1.0,1.087155742747653475e+00,1.087155742747653475e+00
866,1.0,1.173648177666923864e+00,1.173648177666923864e+00
867,1.0,1.258819045102526069e+00,1.258819045102526069e+00
868,1.0,1.342020143325672210e+00,1.342020143325672210e+00
869,1.0,1.422618261740701051e+00,1.422618261740701051e+00
870,1.0,1.500000000000000000e+00,1.500000000000000000e+00
871,1.0,1.573576436351044494e+00,1.573576436351044494e+00
872,1.0,1.642787609686536587e+00,1.642787609686536587e+00
873,1.0,1.707106781186543465e+00,1.707106781186543465e+00
874,1.0,1.766044443118973239e+00,1.766044443118973239e+00
875,1.0,1.819152044288994574e+00,1.819152044288994574e+00
876,1.0,1.866025403784440151e+00,1.866025403784440151e+00
877,1.0,1.906307787036650492e+00,1.906307787036650492e+00
878,1.0,1.939692620785907984e+00,1.939692620785907984e+00
879,1.0,1.965925826289067535e+00,1.965925826289067535e+00
880,1.0,1.984807753012207243e+00,1.984807753012207243e+00
881,1.0,1.996194698091744879e+00,1.996194698091744879e+00
882,1.0,2.000000000000000000e+00,2.000000000000000000e+00
883,1.0,1.996194698091745323e+00,1.996194698091745323e+00
884,1.0,1.984807753012207687e+00,1.984807753012207687e+00
885,1.0,1.965925826289068201e+00,1.965925826289068201e+00
886,1.0,1.939692620785908872e+00,1.939692620785908872e+00
887,1.0,1.906307787036651380e+00,1.906307787036651380e+00
888,1.0,1.866025403784441483e+00,1.866025403784441483e+00
889,1.0,1.819152044288995906e+00,1.819152044288995906e+00
890,1.0,1.766044443118974794e+00,1.766044443118974794e+00
891,1.0,1.707106781186545241e+00,1.707106781186545241e+00
892,1.0,1.642787609686538364e+00,1.642787609686538364e+00
893,1.0,1.573576436351046492e+00,1.573576436351046492e+00
894,1.0,1.500000000000002220e+00,1.500000000000002220e+00
895,1.0,1.422618261740703272e+00,1.422618261740703272e+00
896,1.0,1.342020143325674653e+00,1.342020143325674653e+00
897,1.0,1.258819045102528511e+00,1.258819045102528511e+00
898,1.0,1.173648177666926085e+00,1.173648177666926085e+00
899,1.0,1.087155742747655918e+00,1.087155742747655918e+00
900,1.0,9.999999999999995559e-01,9.999999999999995559e-01
901,1.0,9.128442572523431942e-01,9.128442572523431942e-01
902,1.0,8.263518223330728052e-01,8.263518223330728052e-01
903,1.0,7.411809548974841455e-01,7.411809548974841455e-01
904,1.0,6.579798566743378929e-01,6.579798566743378929e-01
905,1.0,5.773817382592957292e-01,5.773817382592957292e-01
906,1.0,4.999999999999970024e-01,4.999999999999970024e-01
907,1.0,4.264235636489526193e-01,4.264235636489526193e-01
908,1.0,3.572123903134609701e-01,3.572123903134609701e-01
909,1.0,2.928932188134539816e-01,2.928932188134539816e-01
910,1.0,2.339555568810245401e-01,2.339555568810245401e-01
911,1.0,1.808479557110116431e-01,1.808479557110116431e-01
912,1.0,1.339745962155652892e-01,1.339745962155652892e-01
913,1.0,9.369221296334817595e-02,9.369221296334817595e-02
914,1.0,6.030737921409068392e-02,6.030737921409068392e-02
915,1.0,3.407417371093157676e-02,3.407417371093157676e-02
916,1.0,1.519224698779209071e-02,1.519224698779209071e-02
917,1.0,3.805301908254676846e-03,3.805301908254676846e-03
918,1.0,0.000000000000000000e+00,0.000000000000000000e+00
919,1.0,3.805301908253899690e-03,3.805301908253899690e-03
920,1.0,1.519224698779286786e-02,1.519224698779286786e-02
921,1.0,3.407417371093268699e-02,3.407417371093268699e-02
922,1.0,6.030737921409223823e-02,6.030737921409223823e-02
923,1.0,9.369221296334995230e-02,9.369221296334995230e-02
924,1.0,1.339745962155604042e-01,1.339745962155604042e-01
925,1.0,1.808479557110059810e-01,1.808479557110059810e-01
926,1.0,2.339555568810183228e-01,2.339555568810183228e-01
927,1.0,2.928932188134470982e-01,2.928932188134470982e-01
928,1.0,3.572123903134643008e-01,3.572123903134643008e-01
929,1.0,4.264235636489562831e-01,4.264235636489562831e-01
